,user_id,is_gone
0,12,0.24300043965249696
1,13,0.9957835196448513
2,15,0.46468507793989017
3,21,0.922290008841733
4,35,0.4121912212122257
5,45,0.29755170069287995
6,55,0.5981097767109228
7,58,0.6013286334854216
8,62,0.21251422350194699
9,74,0.510233052838206
10,81,0.17931228189057227
11,102,0.999152534566457
12,105,0.1828416936552782
13,112,0.30309242085477867
14,113,0.7061479573809374
15,119,0.9145001686286613
16,124,0.6731239284176589
17,140,0.7103096922850242
18,141,0.22305745271054706
19,150,0.29755170069287995
20,162,0.29755170069287995
21,164,0.22613417660578916
22,167,0.18256512527644558
23,177,0.6829959108477396
24,186,0.9970335196448513
25,195,0.7358705191978349
26,198,0.896331933404942
27,200,0.8552205326402564
28,204,0.587744011967948
29,207,0.9566576733126029
30,208,0.999152534566457
31,212,0.30309242085477867
32,235,0.5176473667013859
33,242,0.16816094401494122
34,248,0.6895525127046865
35,253,0.843460562219555
36,260,0.32376204536632974
37,261,0.5598931518411832
38,271,0.42230018779867484
39,298,0.3815457917492388
40,303,0.5582079508923738
41,324,0.30309242085477867
42,328,0.21251422350194699
43,331,0.21251422350194699
44,335,0.223172303902817
45,341,0.708210211036874
46,355,0.2472165848461056
47,363,0.4952903062159345
48,367,0.23745971949059824
49,373,0.20529239800371832
50,391,0.9588483396313695
51,409,0.9959863992260033
52,411,0.33718100198821277
53,417,0.06827234860575485
54,424,0.30309242085477867
55,430,0.701230281462663
56,448,0.07048427529078491
57,460,0.29755170069287995
58,465,0.33830511092462423
59,467,0.926689784881483
60,474,0.9247932164933858
61,486,0.4836882926194039
62,498,0.9904969590268886
63,530,0.9255051785981914
64,557,0.21251422350194699
65,561,0.5520291005541214
66,565,0.7205305106968656
67,567,0.38443486598059184
68,570,0.22305745271054706
69,574,0.30309242085477867
70,575,0.005677170383052736
71,578,0.5697478222707222
72,586,0.9275641237172761
73,593,0.29755170069287995
74,599,0.22428768360942947
75,601,0.9970335196448513
76,602,0.30309242085477867
77,613,0.07048427529078491
78,659,0.29755170069287995
79,664,0.9679733315548689
80,672,0.32536860461547057
81,683,0.22428768360942947
82,693,0.33064204453748525
83,704,0.22305745271054706
